,date,timeGMT,tempIMU_C,lat,lon
0,2020-11-29,145515.000,28.88,-40.584944,-64.998244
3546,2020-11-29,150532.000,27.92,-40.584926,-64.998221
6930,2020-11-29,151521.000,27.0,-40.584971,-64.998249
10386,2020-11-29,152524.000,26.62,-40.584916,-64.998245
13878,2020-11-29,153530.000,26.21,-40.58493,-64.998246
17424,2020-11-29,154549.000,26.53,-40.584913,-64.998249
20844,2020-11-29,155546.000,26.21,-40.584911,-64.998234
24282,2020-11-29,160546.000,26.44,-40.584964,-64.998242
27720,2020-11-29,161543.000,33.42,-40.584953,-64.998255
31176,2020-11-29,162543.000,41.37,-40.584893,-64.998233
34650,2020-11-29,163547.000,41.34,-40.584841,-64.998275
38124,2020-11-29,164551.000,38.86,-40.584864,-64.998208
41616,2020-11-29,165559.000,47.87,-40.584863,-64.998232
45108,2020-11-29,170605.000,39.08,-40.584902,-64.998257
48474,2020-11-29,171553.000,34.67,-40.584898,-64.998233
51948,2020-11-29,172558.000,32.94,-40.584892,-64.998238
55422,2020-11-29,173602.000,32.74,-40.584858,-64.998222
58878,2020-11-29,174603.000,32.54,-40.584891,-64.998224
62334,2020-11-29,175605.000,32.03,-40.584901,-64.998211
65790,2020-11-29,180608.000,31.75,-40.584903,-64.998219
69264,2020-11-29,181612.000,32.3,-40.584935,-64.998175
72738,2020-11-29,182616.000,31.68,-40.584904,-64.998221
76230,2020-11-29,183623.000,32.75,-40.584923,-64.99823
79722,2020-11-29,184630.000,35.01,-40.584915,-64.998203
83196,2020-11-29,185632.000,38.33,-40.584908,-64.998212
86616,2020-11-29,190628.000,39.49,-40.584893,-64.998205
90090,2020-11-29,191632.000,39.58,-40.584889,-64.998199
93564,2020-11-29,192635.000,38.29,-40.584891,-64.998214
97038,2020-11-29,193641.000,38.07,-40.58489,-64.998209
100512,2020-11-29,194643.000,37.38,-40.584888,-64.998193
103968,2020-11-29,195647.000,35.69,-40.58489,-64.998209
107424,2020-11-29,200648.000,33.64,-40.584911,-64.998233
110952,2020-11-29,201701.000,32.69,-40.584873,-64.998198
114300,2020-11-29,202644.000,31.47,-40.584901,-64.998214
117792,2020-11-29,203652.000,30.96,-40.584909,-64.998219
121248,2020-11-29,204653.000,30.39,-40.584877,-64.998311
124704,2020-11-29,205654.000,29.68,-40.584898,-64.998211
128196,2020-11-29,210702.000,29.05,-40.584912,-64.99825
131669,2020-11-29,211703.825,28.6,-40.584889,-64.998269
131670,2020-11-30,115534.000,24.64,-40.584869,-64.998219
135144,2020-11-30,120539.000,22.56,-40.584877,-64.998212
138582,2020-11-30,121540.000,22.48,-40.584875,-64.998214
142038,2020-11-30,122540.000,22.67,-40.584923,-64.998179
145548,2020-11-30,123551.000,23.54,-40.584891,-64.998213
149004,2020-11-30,124552.000,23.64,-40.584946,-64.998143
152532,2020-11-30,125605.000,24.5,-40.584925,-64.998172
