,date,timeGMT,tempIMU_C,lat,lon
0,2021-01-10, 140644.000,40.93,-40.583573,-64.998357
1709,2021-01-10, 141145.826,45.28,-40.583594,-64.998439
1710,2021-01-10, 141146.000,45.25,-40.583594,-64.998439
3437,2021-01-10, 141647.827,46.5,-40.583492,-64.998531
3438,2021-01-10, 141648.000,46.47,-40.583492,-64.998531
5165,2021-01-10, 142147.826,48.84,-40.583415,-64.998496
5166,2021-01-10, 142148.000,48.81,-40.583415,-64.998496
6911,2021-01-10, 142649.826,48.0,-40.583337,-64.998604
6912,2021-01-10, 142650.000,47.97,-40.583337,-64.998604
8639,2021-01-10, 143150.827,44.76,-40.583382,-64.998667
8640,2021-01-10, 143151.000,44.69,-40.583382,-64.998667
10421,2021-01-10, 143700.826,38.37,-40.583371,-64.998751
10422,2021-01-10, 143701.000,38.32,-40.583371,-64.998751
12167,2021-01-10, 144202.826,36.44,-40.583375,-64.998691
12168,2021-01-10, 144203.000,36.4,-40.583375,-64.998691
13859,2021-01-10, 144656.827,35.51,-40.583372,-64.998714
13860,2021-01-10, 144657.000,35.49,-40.583372,-64.998714
15587,2021-01-10, 145158.827,34.85,-40.583377,-64.998728
15588,2021-01-10, 145159.000,34.82,-40.583377,-64.998728
17315,2021-01-10, 145659.827,34.31,-40.583346,-64.998828
17316,2021-01-10, 145700.000,34.27,-40.583346,-64.998828
19043,2021-01-10, 150159.826,33.71,-40.583352,-64.998796
19044,2021-01-10, 150200.000,33.67,-40.583352,-64.998796
20789,2021-01-10, 150703.824,33.21,-40.583349,-64.998817
20790,2021-01-10, 150704.000,33.16,-40.583349,-64.998817
22517,2021-01-10, 151203.826,33.38,-40.583376,-64.998766
22518,2021-01-10, 151204.000,33.35,-40.583376,-64.998766
24227,2021-01-10, 151701.827,33.33,-40.583404,-64.998744
24228,2021-01-10, 151702.000,33.29,-40.583404,-64.998744
25955,2021-01-10, 152202.827,33.7,-40.583382,-64.998727
25956,2021-01-10, 152203.000,33.66,-40.583382,-64.998727
27683,2021-01-10, 152702.826,34.49,-40.583363,-64.998671
27684,2021-01-10, 152703.000,34.46,-40.583363,-64.998671
29429,2021-01-10, 153206.824,35.22,-40.583352,-64.998805
29430,2021-01-10, 153207.000,35.18,-40.583352,-64.998805
31283,2021-01-10, 153729.825,34.43,-40.583355,-64.998735
31284,2021-01-10, 153730.000,34.4,-40.583355,-64.998735
33029,2021-01-10, 154233.824,34.12,-40.58336,-64.998745
33030,2021-01-10, 154234.000,34.08,-40.58336,-64.998745
34613,2021-01-10, 154709.827,33.35,-40.58338,-64.998764
34614,2021-01-10, 154710.000,33.32,-40.58338,-64.998764
36341,2021-01-10, 155209.826,32.85,-40.583355,-64.998752
36342,2021-01-10, 155210.000,32.81,-40.583355,-64.998752
38069,2021-01-10, 155710.827,32.69,-40.583366,-64.998724
38070,2021-01-10, 155711.000,32.64,-40.583366,-64.998724
39833,2021-01-10, 160216.827,32.79,-40.583311,-64.998742
39834,2021-01-10, 160217.000,32.75,-40.583311,-64.998742
41561,2021-01-10, 160717.827,33.07,-40.583342,-64.998772
41562,2021-01-10, 160718.000,33.03,-40.583342,-64.998772
43253,2021-01-10, 161215.827,33.12,-40.583381,-64.998787
43254,2021-01-10, 161216.000,33.07,-40.583381,-64.998787
45017,2021-01-10, 161720.826,33.31,-40.583375,-64.998728
45018,2021-01-10, 161721.000,33.27,-40.583375,-64.998728
46727,2021-01-10, 162217.826,33.4,-40.583414,-64.998778
46728,2021-01-10, 162218.000,33.37,-40.583414,-64.998778
48473,2021-01-10, 162722.826,33.53,-40.58341,-64.998783
48474,2021-01-10, 162723.000,33.49,-40.58341,-64.998783
50183,2021-01-10, 163219.826,34.1,-40.583327,-64.9986
50184,2021-01-10, 163220.000,34.05,-40.583327,-64.9986
51929,2021-01-10, 163721.826,34.18,-40.583324,-64.998702
51930,2021-01-10, 163722.000,34.14,-40.583324,-64.998702
53657,2021-01-10, 164222.827,33.92,-40.583374,-64.998745
53658,2021-01-10, 164223.000,33.87,-40.583374,-64.998745
55403,2021-01-10, 164727.826,34.22,-40.583369,-64.998777
55404,2021-01-10, 164728.000,34.17,-40.583369,-64.998777
57113,2021-01-10, 165224.826,34.12,-40.58346,-64.998805
57114,2021-01-10, 165225.000,34.09,-40.58346,-64.998805
58859,2021-01-10, 165726.826,34.27,-40.583288,-64.9986
58860,2021-01-10, 165727.000,34.2,-40.583288,-64.9986
60605,2021-01-10, 170230.824,34.52,-40.583364,-64.998724
60606,2021-01-10, 170231.000,34.49,-40.583364,-64.998724
62315,2021-01-10, 170728.827,34.24,-40.583343,-64.998704
62316,2021-01-10, 170729.000,34.2,-40.583343,-64.998704
64061,2021-01-10, 171231.826,34.54,-40.583313,-64.998619
64062,2021-01-10, 171232.000,34.51,-40.583313,-64.998619
65771,2021-01-10, 171729.827,34.5,-40.583439,-64.998813
65772,2021-01-10, 171730.000,34.46,-40.583439,-64.998813
67517,2021-01-10, 172232.826,34.44,-40.58335,-64.998741
67518,2021-01-10, 172233.000,34.4,-40.58335,-64.998741
69245,2021-01-10, 172732.826,34.32,-40.583334,-64.998632
69246,2021-01-10, 172733.000,34.29,-40.583334,-64.998632
70973,2021-01-10, 173233.827,34.38,-40.583427,-64.998591
70974,2021-01-10, 173234.000,34.33,-40.583427,-64.998591
72701,2021-01-10, 173734.827,34.38,-40.583343,-64.998774
72702,2021-01-10, 173735.000,34.26,-40.583343,-64.998774
74501,2021-01-10, 174247.827,34.54,-40.583361,-64.998728
74502,2021-01-10, 174248.000,34.48,-40.583361,-64.998728
76229,2021-01-10, 174746.826,34.81,-40.583339,-64.998653
76230,2021-01-10, 174747.000,34.76,-40.583339,-64.998653
78029,2021-01-10, 175258.826,35.02,-40.583317,-64.9986
78030,2021-01-10, 175259.000,34.97,-40.583317,-64.9986
79703,2021-01-10, 175752.825,35.06,-40.583334,-64.998722
79704,2021-01-10, 175753.000,35.02,-40.583334,-64.998722
81485,2021-01-10, 180302.826,35.45,-40.583392,-64.998749
81486,2021-01-10, 180303.000,35.41,-40.583392,-64.998749
83141,2021-01-10, 180751.828,35.3,-40.583368,-64.9988
83142,2021-01-10, 180752.000,35.26,-40.583368,-64.9988
84869,2021-01-10, 181253.827,35.41,-40.583611,-64.998758
84870,2021-01-10, 181254.000,35.37,-40.583611,-64.998758
