22/9/2021;14:19:53;3;comiendo
22/9/2021;15:50:53;0;refugiado
22/9/2021;14:19:53;0;refugiado
23/9/2021;9:47:00;0;refugiado
23/9/2021;11:31:00;0;refugiado
23/9/2021;14:54:00;0;refugiado
23/9/2021;16:53:00;0;refugiado
24/9/2021;9:05:13;0;refugiado
24/9/2021;12:20:13;0;refugiado
24/9/2021;18:10:13;0;refugiado
25/9/2021;10:15:14;0;refugiado
25/9/2021;10:32:14;0;refugiado
25/9/2021;10:15:34;0;refugiado
25/9/2021;13:55:24;0;refugiado
26/9/2021;16:53:03;0;refugiado
27/9/2021;10:06:31;0;refugiado
28/9/2021;9:27:31;0;refugiado
28/9/2021;17:53:50;0;refugiado
29/9/2021;9:15:00;0;refugiado
29/9/2021;18:28:00;0;refugiado
