day,time distance,space distance,sex one,sex two,time,name one,name two
30/11/2020,12.0,15,macho,macho,1900-01-01T14:20:00.000000000,T171,T56
30/11/2020,8.0,17,macho,macho,1900-01-01T14:40:00.000000000,T171,T56
30/11/2020,15.0,7,hembra,hembra,1900-01-01T15:21:00.000000000,T30,T55
30/11/2020,4.0,7,hembra,hembra,1900-01-01T15:32:00.000000000,T30,T55
30/11/2020,6.0,6,hembra,hembra,1900-01-01T15:42:00.000000000,T30,T55
30/11/2020,14.0,19,hembra,hembra,1900-01-01T15:42:00.000000000,T30,T55
30/11/2020,10.0,4,hembra,hembra,1900-01-01T15:46:00.000000000,T30,T55
30/11/2020,16.0,7,hembra,hembra,1900-01-01T15:52:00.000000000,T30,T55
30/11/2020,4.0,19,hembra,hembra,1900-01-01T15:52:00.000000000,T30,T55
30/11/2020,6.0,18,hembra,hembra,1900-01-01T16:02:00.000000000,T30,T55
30/11/2020,16.0,17,hembra,hembra,1900-01-01T16:12:00.000000000,T30,T55
30/11/2020,15.0,7,hembra,hembra,1900-01-01T15:21:00.000000000,T30,T55
30/11/2020,15.0,7,hembra,hembra,1900-01-01T15:21:00.000000000,T30,T55
30/11/2020,6.0,18,hembra,hembra,1900-01-01T16:02:00.000000000,T30,T55
30/11/2020,16.0,7,hembra,hembra,1900-01-01T15:52:00.000000000,T30,T55
30/11/2020,4.0,19,hembra,hembra,1900-01-01T15:52:00.000000000,T30,T55
30/11/2020,6.0,7,hembra,hembra,1900-01-01T15:42:00.000000000,T30,T55
30/11/2020,6.0,18,hembra,hembra,1900-01-01T16:02:00.000000000,T30,T55
30/11/2020,6.0,17,hembra,hembra,1900-01-01T16:02:00.000000000,T30,T55
30/11/2020,6.0,18,hembra,hembra,1900-01-01T16:02:00.000000000,T30,T55
30/11/2020,11.0,3,hembra,macho,1900-01-01T14:21:00.000000000,T30,T56
30/11/2020,1.0,3,hembra,macho,1900-01-01T14:31:00.000000000,T30,T56
30/11/2020,11.0,3,hembra,macho,1900-01-01T14:21:00.000000000,T30,T56
30/11/2020,1.0,2,hembra,macho,1900-01-01T14:31:00.000000000,T30,T56
30/11/2020,2.0,17,hembra,macho,1900-01-01T18:36:00.000000000,T55,T56
30/11/2020,3.0,10,hembra,macho,1900-01-01T20:40:00.000000000,T55,T56
