11/1/2021;8:25:00;0;inactivo
11/1/2021;14:16:00;0;activa  quieta al sol
11/1/2021;15:14:00;0;activa quieta bajo arbusto
11/1/2021;15:40:00;1;activa, caminando bajo arbusto
12/1/2021;7:53:00;0;en el mismo refugio de la noche anterior
12/1/2021;8:30:00;0;activa, a medio metro del refugio de la tarde anterior
12/1/2021;13:10:00;0;refugiado bajo arbusto
12/1/2021;20:34:00;0;refugio bajo coirones y otras plantas
13/1/2021;7:55:00;0;mismo refugio
13/1/2021;11:25:00;0;en el mismo lugar a media sombra
13/1/2021;19:22:00;0;mismo lugar a la sombra
14/1/2021;7:20:00;0;en el mismo ref del dia anterior, activa mirando para afuera del refugio
14/1/2021;19:21:00;0;Inactiva, refugiada entre monticulo de tierra y arbusto en una esquina del playon. No detectada por receptor desde el refugio anterior.
15/1/2021;7:50:00;0;mismo refugio dela noche anterior 
15/1/2021;10:02:00;3;activa al sol, comiendo zanahoria sobre el monticulo de tierra de playon
15/1/2021;19:50:00;0;inactiva bajo mata y coirones
