23/11/2021;8:15:00;0;postura del tortugometro inactivo en mismo refugio
23/11/2021;8:55:00;0;quieto tomando sol a 2m del refugio, cabeza afuera ojos cerrados como durmiendo
23/11/2021;9:45:00;0;quieto al sol, se movio unos metros
23/11/2021;10:06:00;0;quieto al sol, mismo lugar
23/11/2021;11:43:00;1;caminando por el camino, cruzo el alambrado
23/11/2021;11:47:00;0;se queda quieta
23/11/2021;11:48:00;1;camina
23/11/2021;11:49:00;0;quieta
23/11/2021;12:03:00;1;caminando por el camino de tierra
23/11/2021;12:05:00;0;quieta
23/11/2021;12:07:00;1;camina
23/11/2021;12:10:00;1;intenta subir loma al constado del camino pero retrocede y vuelve. Parece mirarme a 200m se pone de costado me mira y sigue
23/11/2021;12:20:00;1;caminando por el camino, cruza el camino
23/11/2021;12:25:00;0;refugiado bajo mata en alambrado quieto
23/11/2021;12:30:00;1;caminando se acabo el hilo.
23/11/2021;12:58:00;1;caminando por el camino de tierra, cruza el alambrado y nos mira pasar 
23/11/2021;20:37:00;0;tortugometro apagado, refugio de tierra al costado del camino bajo chuquiraga y jarilla
24/11/2021;7:03:00;0;inactivo en el mismo lugar que anoche
24/11/2021;8:41:00;7;posado boca arriba de sorete de vaca culo para arriba, el hilo estaba flojo entonces se lo vuelven a  acomodar
24/11/2021;9:20:00;1;caminando por el camino de tierra
24/11/2021;12:04:00;7;sacan sangre y lo manipulan
24/11/2021;12:12:00;7;terminan manipulacion para sacar sangre
25/11/2021;8:22:00;0;activo a 4m del refugio, al otro lado del alambrado lejos.
25/11/2021;20:27:00;0;sacamos tortugometro apagado
26/11/2021;7:23:00;0;suelta del ejemplar con tortugometro puesto, mismo refugio que ayer junto a hembra T8. Macho atras de hembra.
26/11/2021;8:15:00;0;T10 y T8 siguen quietas en refugio, los dos a la sombra. El refugio era al aire libre bajo arbustos.
26/11/2021;8:22:00;0;macho activo saca la cabeza, macho al sol. Hembra duerme. Ambos quietos en la misma posicion.
26/11/2021;8:50:00;0;ambos quietos misma posicion
26/11/2021;9:02:00;0;hembra activa saca la cabeza. Macho sol, hembra semi sombra
26/11/2021;10:15:00;0;ambos quietos pero activos, ruido de chicharras mas calor, nubes 
26/11/2021;10:35:00;0;quietos pero activos
26/11/2021;11:23:00;0;mismo lugar separados pero mirandose cara a cara (la hembra se dio vuelta)
26/11/2021;12:10:00;1;saliendo del refugio, macho sigue a la hembra. La salida era una bajadita, luego plano.
26/11/2021;12:30:00;4;hora aproximada de copula con T8 ver video, el macho inclinado casi vertical, luego de la copula estan juntos un rato quietos y luego el macho se saca tortugometro en planta y queda ahi. Encontramos tortugometro al dia siguiente en WP557 y WP558.
