21/11/2021;9:17:00;0;activas quietas al sol junto a macho T11
21/11/2021;12:40:00;0;
22/11/2021;12:18:00;0;la encontramos quieta bajo manca caballo media sombra (no tiene hilo esta)
22/11/2021;12:44:00;7;la agarraron para sacarle sangre la ponen boca arriba luego la dav vuelta para mirar placas ventrales
22/11/2021;12:56:00;1;suelta, queda en refugio un minuto y sale huyendo caminando
22/11/2021;21:01:00;0;la encontramos en cueva, ponemos hilo nuevo. Tortugometro prendido
23/11/2021;10:48:00;0;quieta a 1 metro del refugio media sombra bajo coiron
23/11/2021;20:31:00;0;en el mismo lugar pero mas adentro del refugio, no la sacan, el hilo está entero intacto no lo sacan, muy dificil sacarla del refugio. El IMU no se lo sacan
24/11/2021;9:39:00;0;suelta tortuga con tortugometro en mismo refugio que noche
24/11/2021;12:58:00;0;sigue en el mismo refugio quieta, inicio hilo. Fin del hilo WP429 a las 20,50hs
24/11/2021;21:04:00;0;la encontramos enterrada al costado del camino abajo de coirones bajo mata cebo, sacamos tortugometro encendido. Se pone hilo nuevo.
25/11/2021;7:41:00;0;coloco tortugometro IMU inactiva enterrada bajo coiron en mismo refugio
25/11/2021;8:42:00;1;activo saliendo de abajo de coiron amedia sombra
25/11/2021;10:32:00;0;sigue en refugio pero con visita de 2 tortugas mas, son 3!!! pongo transmisor 150,712 a una de las 2 nuevas. 
25/11/2021;11:16:00;0;sigue en refugio quieta
25/11/2021;13:17:00;1;la encontramos en otro refugio comiendo bajo coirones, colocamos hilo nuevo
25/11/2021;13:25:00;5;copulando con macho erguido a 4 grados sobre la hembra 185
25/11/2021;13:35:00;5;continua la copula
25/11/2021;21:19:00;0;bajo coiron con T76 IMU prendido
26/11/2021;7:20:00;0;inactiva mismo refugio que ayer junto a macho 76 se coloca y conecta tortugometro. A las 8:56 macho 76 despierta  y comienza a caminar medio metro del refugio.  
26/11/2021;9:11:00;0;despierta hembra quieta a la sombra en mismo lugar
26/11/2021;9:33:00;1;hembra sale del refugio. A las 9:16 macho camina 1 m y queda inactivo al sol
26/11/2021;9:41:00;1;Camina 2 m con pausas y entra en nuevo refugio
26/11/2021;10:28:00;0;hembra 185 sigue en refigio , macho 76 se aleja varios metros 
27/11/2021;7:58:00;0;se encuentra en refugio bajo jarilla y coiron inactiva
