,date,timeGMT,tempIMU_C,lat,lon
0,2021-11-21,111229.000,31.12,-40.586134,-65.002126
3689,2021-11-21,112311.827,34.57,-40.584797,-65.002478
3690,2021-11-21,112312.000,34.54,-40.584797,-65.002478
7019,2021-11-21,113249.826,32.62,-40.584798,-65.002559
7020,2021-11-21,113250.000,32.58,-40.584798,-65.002559
10475,2021-11-21,114252.827,30.93,-40.584964,-65.002834
10476,2021-11-21,114253.000,30.89,-40.584964,-65.002834
13913,2021-11-21,115251.826,31.43,-40.584809,-65.002534
13914,2021-11-21,115252.000,31.39,-40.584809,-65.002534
17351,2021-11-21,120251.824,36.46,-40.584796,-65.00252
17352,2021-11-21,120252.000,36.42,-40.584796,-65.00252
20825,2021-11-21,121254.828,38.58,-40.584749,-65.002521
20826,2021-11-21,121255.000,38.53,-40.584749,-65.002521
24425,2021-11-21,122319.825,40.39,-40.584722,-65.002473
24426,2021-11-21,122320.000,40.34,-40.584722,-65.002473
27899,2021-11-21,123322.828,32.53,-40.584797,-65.002476
27900,2021-11-21,123323.000,32.48,-40.584797,-65.002476
31211,2021-11-21,124300.828,30.34,-40.584788,-65.002474
31212,2021-11-21,124301.000,30.29,-40.584788,-65.002474
34739,2021-11-21,125312.827,39.43,-40.584784,-65.002363
34740,2021-11-21,125313.000,39.39,-40.584784,-65.002363
38303,2021-11-21,130332.825,41.76,-40.5847,-65.002534
38304,2021-11-21,130333.000,41.72,-40.5847,-65.002534
41741,2021-11-21,131333.827,44.54,-40.584672,-65.002639
41742,2021-11-21,131334.000,44.51,-40.584672,-65.002639
45053,2021-11-21,132309.825,41.45,-40.584542,-65.002682
45054,2021-11-21,132310.000,41.4,-40.584542,-65.002682
48509,2021-11-21,133310.827,46.95,-40.584559,-65.002659
48510,2021-11-21,133311.000,46.91,-40.584559,-65.002659
51983,2021-11-21,134312.825,46.93,-40.58463,-65.002523
51984,2021-11-21,134313.000,46.91,-40.58463,-65.002523
55475,2021-11-21,135319.824,48.89,-40.584652,-65.002245
55476,2021-11-21,135320.000,48.85,-40.584652,-65.002245
58949,2021-11-21,140323.825,40.88,-40.584627,-65.002237
58950,2021-11-21,140324.000,40.86,-40.584627,-65.002237
62405,2021-11-21,141325.828,37.47,-40.584632,-65.002241
62406,2021-11-21,141326.000,37.44,-40.584632,-65.002241
65879,2021-11-21,142329.825,36.73,-40.584619,-65.002234
65880,2021-11-21,142330.000,36.69,-40.584619,-65.002234
69353,2021-11-21,143332.828,36.43,-40.584521,-65.002168
69354,2021-11-21,143333.000,36.39,-40.584521,-65.002168
72809,2021-11-21,144332.825,35.9,-40.584623,-65.002234
72810,2021-11-21,144333.000,35.86,-40.584623,-65.002234
76283,2021-11-21,145336.825,36.15,-40.584615,-65.002239
76284,2021-11-21,145337.000,36.11,-40.584615,-65.002239
79757,2021-11-21,150341.828,36.32,-40.58462,-65.00221
79758,2021-11-21,150342.000,36.28,-40.58462,-65.00221
83321,2021-11-21,151403.825,36.71,-40.584629,-65.002214
83322,2021-11-21,151404.000,36.67,-40.584629,-65.002214
