,date,timeGMT,tempIMU_C,lat,lon
0,2021-11-21,104842.000,26.27,-40.586306,-65.002703
3581,2021-11-21,105910.827,25.58,-40.586292,-65.002746
3582,2021-11-21,105911.000,25.53,-40.586292,-65.002746
7055,2021-11-21,110919.822,23.66,-40.586275,-65.002744
7056,2021-11-21,110920.000,23.61,-40.586275,-65.002744
10439,2021-11-21,111927.825,24.17,-40.586274,-65.002745
10440,2021-11-21,111928.000,24.12,-40.586274,-65.002745
13949,2021-11-21,112942.823,25.2,-40.586281,-65.002749
13950,2021-11-21,112943.000,25.16,-40.586281,-65.002749
17297,2021-11-21,113927.826,34.04,-40.586286,-65.002694
17298,2021-11-21,113928.000,34.0,-40.586286,-65.002694
20753,2021-11-21,114932.823,39.03,-40.586294,-65.002671
20754,2021-11-21,114933.000,38.98,-40.586294,-65.002671
24227,2021-11-21,115941.822,40.62,-40.586274,-65.00264
24228,2021-11-21,115942.000,40.56,-40.586274,-65.00264
27683,2021-11-21,120948.824,43.6,-40.586286,-65.002658
27684,2021-11-21,120949.000,43.55,-40.586286,-65.002658
31157,2021-11-21,121954.825,43.73,-40.586295,-65.002683
31158,2021-11-21,121955.000,43.69,-40.586295,-65.002683
34631,2021-11-21,123002.825,45.52,-40.586289,-65.002661
34632,2021-11-21,123003.000,45.48,-40.586289,-65.002661
38123,2021-11-21,124013.826,45.09,-40.586323,-65.002677
38124,2021-11-21,124014.000,45.03,-40.586323,-65.002677
41669,2021-11-21,125033.828,43.7,-40.586343,-65.00272
41670,2021-11-21,125034.000,43.65,-40.586343,-65.00272
45017,2021-11-21,130019.825,44.42,-40.586323,-65.002796
45018,2021-11-21,130020.000,44.37,-40.586323,-65.002796
48473,2021-11-21,131025.823,42.82,-40.586342,-65.002935
48474,2021-11-21,131026.000,42.77,-40.586342,-65.002935
51929,2021-11-21,132033.825,41.04,-40.586365,-65.002914
51930,2021-11-21,132034.000,40.99,-40.586365,-65.002914
55439,2021-11-21,133045.824,40.76,-40.58635,-65.002916
55440,2021-11-21,133046.000,40.72,-40.58635,-65.002916
58895,2021-11-21,134051.823,40.98,-40.586359,-65.002929
58896,2021-11-21,134052.000,40.94,-40.586359,-65.002929
62459,2021-11-21,135115.824,41.14,-40.586353,-65.002915
62460,2021-11-21,135116.000,41.1,-40.586353,-65.002915
65897,2021-11-21,140116.827,41.53,-40.586362,-65.002922
65898,2021-11-21,140117.000,41.48,-40.586362,-65.002922
69371,2021-11-21,141122.825,40.53,-40.586369,-65.00294
69372,2021-11-21,141123.000,40.48,-40.586369,-65.00294
72791,2021-11-21,142121.828,40.52,-40.586357,-65.002926
72792,2021-11-21,142122.000,40.47,-40.586357,-65.002926
76535,2021-11-21,143217.823,40.79,-40.586363,-65.002941
76536,2021-11-21,143218.000,40.74,-40.586363,-65.002941
79865,2021-11-21,144200.826,40.95,-40.586361,-65.002943
79866,2021-11-21,144201.000,40.91,-40.586361,-65.002943
83213,2021-11-21,145144.823,41.34,-40.586369,-65.002928
83214,2021-11-21,145145.000,41.29,-40.586369,-65.002928
86669,2021-11-21,150149.823,41.24,-40.58637,-65.002944
86670,2021-11-21,150150.000,41.2,-40.58637,-65.002944
