,date,timeGMT,tempIMU_C,lat,lon
0,2021-09-23,125709.000,19.73,-40.584686,-64.997384
3509,2021-09-23,130723.823,27.14,-40.584673,-64.99739
3510,2021-09-23,130724.000,27.1,-40.584673,-64.99739
6983,2021-09-23,131729.825,34.06,-40.5847,-64.99739
6984,2021-09-23,131730.000,34.01,-40.5847,-64.99739
10439,2021-09-23,132733.825,37.31,-40.584678,-64.997376
10440,2021-09-23,132734.000,37.26,-40.584678,-64.997376
13913,2021-09-23,133738.828,39.94,-40.584705,-64.997369
13914,2021-09-23,133739.000,39.9,-40.584705,-64.997369
17369,2021-09-23,134742.828,41.86,-40.584702,-64.997367
17370,2021-09-23,134743.000,41.81,-40.584702,-64.997367
20879,2021-09-23,135751.825,43.77,-40.584739,-64.997372
20880,2021-09-23,135752.000,43.72,-40.584739,-64.997372
24407,2021-09-23,140808.828,42.74,-40.584729,-64.997407
24408,2021-09-23,140809.000,42.68,-40.584729,-64.997407
27755,2021-09-23,141752.823,43.42,-40.584722,-64.997407
27756,2021-09-23,141753.000,43.37,-40.584722,-64.997407
31211,2021-09-23,142754.828,43.3,-40.58472,-64.997408
31212,2021-09-23,142755.000,43.25,-40.58472,-64.997408
34685,2021-09-23,143758.825,40.9,-40.584713,-64.997411
34686,2021-09-23,143759.000,40.85,-40.584713,-64.997411
38159,2021-09-23,144802.825,40.75,-40.584716,-64.997432
38160,2021-09-23,144803.000,40.7,-40.584716,-64.997432
41687,2021-09-23,145816.828,39.92,-40.584718,-64.997406
41688,2021-09-23,145817.000,39.87,-40.584718,-64.997406
45125,2021-09-23,150817.827,40.89,-40.584713,-64.997406
45126,2021-09-23,150818.000,40.85,-40.584713,-64.997406
48563,2021-09-23,151814.828,41.26,-40.584716,-64.997409
48564,2021-09-23,151815.000,41.21,-40.584716,-64.997409
52019,2021-09-23,152816.828,44.58,-40.584617,-64.9972
52020,2021-09-23,152817.000,44.53,-40.584617,-64.9972
55475,2021-09-23,153819.827,45.84,-40.584731,-64.997415
55476,2021-09-23,153820.000,45.81,-40.584731,-64.997415
58949,2021-09-23,154822.828,47.45,-40.584726,-64.997416
58950,2021-09-23,154823.000,47.4,-40.584726,-64.997416
62459,2021-09-23,155834.824,50.41,-40.584742,-64.997505
62460,2021-09-23,155835.000,50.36,-40.584742,-64.997505
65951,2021-09-23,160844.828,45.07,-40.584741,-64.997496
65952,2021-09-23,160845.000,45.01,-40.584741,-64.997496
69425,2021-09-23,161848.825,43.65,-40.584729,-64.997491
69426,2021-09-23,161849.000,43.61,-40.584729,-64.997491
72953,2021-09-23,162903.827,45.4,-40.584745,-64.997487
72954,2021-09-23,162904.000,45.34,-40.584745,-64.997487
76319,2021-09-23,163844.827,44.36,-40.584733,-64.997475
76320,2021-09-23,163845.000,44.3,-40.584733,-64.997475
79775,2021-09-23,164848.828,43.62,-40.584762,-64.997475
79776,2021-09-23,164849.000,43.57,-40.584762,-64.997475
83267,2021-09-23,165856.823,43.27,-40.584731,-64.99748
83268,2021-09-23,165857.000,43.24,-40.584731,-64.99748
86687,2021-09-23,170852.828,42.14,-40.584722,-64.997501
86688,2021-09-23,170853.000,42.09,-40.584722,-64.997501
90179,2021-09-23,171859.824,42.44,-40.584723,-64.997488
90180,2021-09-23,171900.000,42.39,-40.584723,-64.997488
93743,2021-09-23,172919.825,42.35,-40.584718,-64.997548
93744,2021-09-23,172920.000,42.3,-40.584718,-64.997548
97181,2021-09-23,173917.827,41.75,-40.58474,-64.997488
97182,2021-09-23,173918.000,41.7,-40.58474,-64.997488
100673,2021-09-23,174926.828,41.85,-40.584731,-64.997493
100674,2021-09-23,174927.000,41.8,-40.584731,-64.997493
104129,2021-09-23,175929.827,42.47,-40.584749,-64.997451
104130,2021-09-23,175930.000,42.42,-40.584749,-64.997451
107567,2021-09-23,180930.827,41.07,-40.584759,-64.997462
107568,2021-09-23,180931.000,41.03,-40.584759,-64.997462
110969,2021-09-23,181922.825,39.99,-40.584753,-64.997499
110970,2021-09-23,181923.000,39.93,-40.584753,-64.997499
114479,2021-09-23,182933.823,39.68,-40.584815,-64.997514
114480,2021-09-23,182934.000,39.62,-40.584815,-64.997514
117917,2021-09-23,183931.827,37.87,-40.584716,-64.997481
117918,2021-09-23,183932.000,37.83,-40.584716,-64.997481
121355,2021-09-23,184929.827,35.94,-40.584638,-64.997459
121356,2021-09-23,184930.000,35.89,-40.584638,-64.997459
124829,2021-09-23,185937.825,34.56,-40.584663,-64.997459
124830,2021-09-23,185938.000,34.51,-40.584663,-64.997459
128411,2021-09-23,191001.828,33.92,-40.584724,-64.99747
128412,2021-09-23,191002.000,33.88,-40.584724,-64.99747
131705,2021-09-23,191935.824,32.89,-40.584645,-64.99755
131706,2021-09-23,191936.000,32.83,-40.584645,-64.99755
